race_id,track_index,track_comment
202504020401,,Aコース4日目。クッション値標準、乾燥して速め。上がり速い馬が利く傾向。
202504020402,-3,極端に乾燥して力勝負。パワー型の大型馬に注意。
202504020403,-19,Aコース4日目。クッション値標準、乾燥して速め。上がり速い馬が利く傾向。
202504020404,-19,Aコース4日目。クッション値標準、乾燥して速め。上がり速い馬が利く傾向。
202504020405,-3,極端に乾燥して力勝負。パワー型の大型馬に注意。
202504020406,-19,Aコース4日目。クッション値標準、乾燥して速め。上がり速い馬が利く傾向。
202504020407,-18,Aコース4日目。クッション値標準、乾燥して速め。上がり速い馬が利く傾向。
202504020408,-19,Aコース4日目。クッション値標準、乾燥して速め。上がり速い馬が利く傾向。
202504020409,-3,極端に乾燥して力勝負。パワー型の大型馬に注意。
202504020410,-3,極端に乾燥して力勝負。パワー型の大型馬に注意。
202504020411,-19,Aコース4日目。クッション値標準、乾燥して速め。上がり速い馬が利く傾向。
202504020412,-19,Aコース4日目。クッション値標準、乾燥して速め。上がり速い馬が利く傾向。
202504020501,-7,ある程度の水分を含み時計は出そう。スピード馬に有利。
202504020502,-14,Aコース5日目。芝は内柵沿いに痛みは見られるが全体的に良好。水準以上の時計は出る。
202504020503,-14,Aコース5日目。芝は内柵沿いに痛みは見られるが全体的に良好。水準以上の時計は出る。
202504020504,-7,ある程度の水分を含み時計は出そう。スピード馬に有利。
202504020505,-7,ある程度の水分を含み時計は出そう。スピード馬に有利。
202504020506,-14,Aコース5日目。芝は内柵沿いに痛みは見られるが全体的に良好。水準以上の時計は出る。
202504020507,-14,Aコース5日目。芝は内柵沿いに痛みは見られるが全体的に良好。水準以上の時計は出る。
202504020508,-14,Aコース5日目。芝は内柵沿いに痛みは見られるが全体的に良好。水準以上の時計は出る。
202504020509,-7,ある程度の水分を含み時計は出そう。スピード馬に有利。
202504020510,-7,ある程度の水分を含み時計は出そう。スピード馬に有利。
202504020511,-18,Aコース5日目。芝は内柵沿いに痛みは見られるが全体的に良好。水準以上の時計は出る。
202504020512,-14,Aコース5日目。芝は内柵沿いに痛みは見られるが全体的に良好。水準以上の時計は出る。
202504020601,-10,Aコース6日目。雨の影響で時計がかかり始め、ある程度のパワーも要求される。
202504020602,-7,Aコース6日目。雨の影響で時計がかかり始め、ある程度のパワーも要求される。
202504020603,-5,雨の影響で時計は徐々に出やすく推移。後半レースほど馬場悪化による影響は大きい。
202504020604,-5,雨の影響で時計は徐々に出やすく推移。後半レースほど馬場悪化による影響は大きい。
202504020605,-7,Aコース6日目。雨の影響で時計がかかり始め、ある程度のパワーも要求される。
202504020606,5,Aコース6日目。雨の影響で時計がかかり始め、ある程度のパワーも要求される。
202504020607,-11,雨の影響で時計は徐々に出やすく推移。後半レースほど馬場悪化による影響は大きい。
202504020608,5,Aコース6日目。雨の影響で時計がかかり始め、ある程度のパワーも要求される。
202504020609,-11,雨の影響で時計は徐々に出やすく推移。後半レースほど馬場悪化による影響は大きい。
202504020610,-11,雨の影響で時計は徐々に出やすく推移。後半レースほど馬場悪化による影響は大きい。
202504020611,5,Aコース6日目。雨の影響で時計がかかり始め、ある程度のパワーも要求される。
202504020612,5,Aコース6日目。雨の影響で時計がかかり始め、ある程度のパワーも要求される。
202504020701,-14,Aコース7日目。内柵沿いに痛みは見られるが全体的には良好。前日雨の影響で時計は遅め。
202504020702,-14,Aコース7日目。内柵沿いに痛みは見られるが全体的には良好。前日雨の影響で時計は遅め。
202504020703,-3,稍重からのスタート。水分量は比較的多めで時計は水準。
202504020704,-14,Aコース7日目。内柵沿いに痛みは見られるが全体的には良好。前日雨の影響で時計は遅め。
202504020705,-14,Aコース7日目。内柵沿いに痛みは見られるが全体的には良好。前日雨の影響で時計は遅め。
202504020706,-14,Aコース7日目。内柵沿いに痛みは見られるが全体的には良好。前日雨の影響で時計は遅め。
202504020707,-3,稍重からのスタート。水分量は比較的多めで時計は水準。
202504020708,0,稍重からのスタート。水分量は比較的多めで時計は水準。
202504020709,,Aコース7日目。内柵沿いに痛みは見られるが全体的には良好。前日雨の影響で時計は遅め。
202504020710,1,稍重からのスタート。水分量は比較的多めで時計は水準。
202504020711,-7,Aコース7日目。内柵沿いに痛みは見られるが全体的には良好。前日雨の影響で時計は遅め。
202504020712,-14,Aコース7日目。内柵沿いに痛みは見られるが全体的には良好。前日雨の影響で時計は遅め。
202504020801,,Aコース8日目。内柵沿いに痛みが目立ちはじめてきた。時計もやや掛かっている。
202504020802,0,だいぶ乾いてきており、時計も標準。
202504020803,-14,Aコース8日目。内柵沿いに痛みが目立ちはじめてきた。時計もやや掛かっている。
202504020804,-14,Aコース8日目。内柵沿いに痛みが目立ちはじめてきた。時計もやや掛かっている。
202504020805,-3,だいぶ乾いてきており、時計も標準。
202504020806,-11,Aコース8日目。内柵沿いに痛みが目立ちはじめてきた。時計もやや掛かっている。
202504020807,-3,だいぶ乾いてきており、時計も標準。
202504020808,-14,Aコース8日目。内柵沿いに痛みが目立ちはじめてきた。時計もやや掛かっている。
202504020809,-3,だいぶ乾いてきており、時計も標準。
202504020810,0,だいぶ乾いてきており、時計も標準。
202504020811,-14,Aコース8日目。内柵沿いに痛みが目立ちはじめてきた。時計もやや掛かっている。
202504020812,-14,Aコース8日目。内柵沿いに痛みが目立ちはじめてきた。時計もやや掛かっている。
202504030101,-14,全周の内柵沿いに傷み有り。特に向正面から内回り3角にかけての傷みが大きく、外差し傾向が見られる。
202504030102,0,ダートは乾燥し時計がかかる。パワー型の好走が見られる。
202504030103,-14,全周の内柵沿いに傷み有り。特に向正面から内回り3角にかけての傷みが大きく、外差し傾向が見られる。
202504030104,-14,全周の内柵沿いに傷み有り。特に向正面から内回り3角にかけての傷みが大きく、外差し傾向が見られる。
202504030105,-14,全周の内柵沿いに傷み有り。特に向正面から内回り3角にかけての傷みが大きく、外差し傾向が見られる。
202504030106,-2,ダートは乾燥し時計がかかる。パワー型の好走が見られる。
202504030107,-14,全周の内柵沿いに傷み有り。特に向正面から内回り3角にかけての傷みが大きく、外差し傾向が見られる。
202504030108,0,ダートは乾燥し時計がかかる。パワー型の好走が見られる。
202504030109,-2,ダートは乾燥し時計がかかる。パワー型の好走が見られる。
202504030110,-14,全周の内柵沿いに傷み有り。特に向正面から内回り3角にかけての傷みが大きく、外差し傾向が見られる。
202504030111,0,ダートは乾燥し時計がかかる。パワー型の好走が見られる。
202504030112,-14,全周の内柵沿いに傷み有り。特に向正面から内回り3角にかけての傷みが大きく、外差し傾向が見られる。
202504030201,-7,引き続き外差し傾向が見られる。全周の内柵沿い、特に向正面から内回り3角にかけての痛みは依然として大きい。
202504030202,0,前日同様にダートは乾燥によって時計がかかっている。先行脚質の大型馬に注意。
202504030203,-7,引き続き外差し傾向が見られる。全周の内柵沿い、特に向正面から内回り3角にかけての痛みは依然として大きい。
202504030204,-3,前日同様にダートは乾燥によって時計がかかっている。先行脚質の大型馬に注意。
202504030205,-7,引き続き外差し傾向が見られる。全周の内柵沿い、特に向正面から内回り3角にかけての痛みは依然として大きい。
202504030206,-7,引き続き外差し傾向が見られる。全周の内柵沿い、特に向正面から内回り3角にかけての痛みは依然として大きい。
202504030207,-9,引き続き外差し傾向が見られる。全周の内柵沿い、特に向正面から内回り3角にかけての痛みは依然として大きい。
202504030208,0,前日同様にダートは乾燥によって時計がかかっている。先行脚質の大型馬に注意。
202504030209,-7,引き続き外差し傾向が見られる。全周の内柵沿い、特に向正面から内回り3角にかけての痛みは依然として大きい。
202504030210,-7,引き続き外差し傾向が見られる。全周の内柵沿い、特に向正面から内回り3角にかけての痛みは依然として大きい。
202504030211,-7,引き続き外差し傾向が見られる。全周の内柵沿い、特に向正面から内回り3角にかけての痛みは依然として大きい。
202504030212,-3,前日同様にダートは乾燥によって時計がかかっている。先行脚質の大型馬に注意。
202504030301,,Aコース11日目。引き続きコース全周の内柵沿いに傷みが見られ、特に向正面から内回り3コーナーにかけての傷みが大きい。最終週でも一定の時計は出るコンディション。
202504030302,-4,パサパサの良馬場ながらスピードタイプの先行馬優勢。
202504030303,-9,Aコース11日目。引き続きコース全周の内柵沿いに傷みが見られ、特に向正面から内回り3コーナーにかけての傷みが大きい。最終週でも一定の時計は出るコンディション。
202504030304,-4,パサパサの良馬場ながらスピードタイプの先行馬優勢。
202504030305,-9,Aコース11日目。引き続きコース全周の内柵沿いに傷みが見られ、特に向正面から内回り3コーナーにかけての傷みが大きい。最終週でも一定の時計は出るコンディション。
202504030306,-9,Aコース11日目。引き続きコース全周の内柵沿いに傷みが見られ、特に向正面から内回り3コーナーにかけての傷みが大きい。最終週でも一定の時計は出るコンディション。
202504030307,-9,Aコース11日目。引き続きコース全周の内柵沿いに傷みが見られ、特に向正面から内回り3コーナーにかけての傷みが大きい。最終週でも一定の時計は出るコンディション。
202504030308,-4,パサパサの良馬場ながらスピードタイプの先行馬優勢。
202504030309,-9,Aコース11日目。引き続きコース全周の内柵沿いに傷みが見られ、特に向正面から内回り3コーナーにかけての傷みが大きい。最終週でも一定の時計は出るコンディション。
202504030310,-9,Aコース11日目。引き続きコース全周の内柵沿いに傷みが見られ、特に向正面から内回り3コーナーにかけての傷みが大きい。最終週でも一定の時計は出るコンディション。
202504030311,-9,Aコース11日目。引き続きコース全周の内柵沿いに傷みが見られ、特に向正面から内回り3コーナーにかけての傷みが大きい。最終週でも一定の時計は出るコンディション。
202504030312,-4,パサパサの良馬場ながらスピードタイプの先行馬優勢。
202504030401,,Aコース12日目 最終週でも一定の時計は出るコンディション。引き続きコース全周の内柵沿いに大きな傷みが見られる。
202504030402,-2,前日に引き続きスピードタイプの先行馬が活躍。
202504030403,-8,Aコース12日目 最終週でも一定の時計は出るコンディション。引き続きコース全周の内柵沿いに大きな傷みが見られる。
202504030404,-8,Aコース12日目 最終週でも一定の時計は出るコンディション。引き続きコース全周の内柵沿いに大きな傷みが見られる。
202504030405,-8,Aコース12日目 最終週でも一定の時計は出るコンディション。引き続きコース全周の内柵沿いに大きな傷みが見られる。
202504030406,-2,前日に引き続きスピードタイプの先行馬が活躍。
202504030407,-2,前日に引き続きスピードタイプの先行馬が活躍。
202504030408,-8,Aコース12日目 最終週でも一定の時計は出るコンディション。引き続きコース全周の内柵沿いに大きな傷みが見られる。
202504030409,-8,Aコース12日目 最終週でも一定の時計は出るコンディション。引き続きコース全周の内柵沿いに大きな傷みが見られる。
202504030410,-2,前日に引き続きスピードタイプの先行馬が活躍。
202504030411,-8,Aコース12日目 最終週でも一定の時計は出るコンディション。引き続きコース全周の内柵沿いに大きな傷みが見られる。
202504030412,-10,Aコース12日目 最終週でも一定の時計は出るコンディション。引き続きコース全周の内柵沿いに大きな傷みが見られる。
202504040101,-10,Aコース利用1日目。前開催終了後、傷みを回復させる目的で、散水や肥料散布等で芝の生育管理に努めた。中間に降った雨の影響で力が必要な馬場状態。
202504040102,0,中間の雨の影響で良馬場発表も水分量はやや高め。
202504040103,-10,Aコース利用1日目。前開催終了後、傷みを回復させる目的で、散水や肥料散布等で芝の生育管理に努めた。中間に降った雨の影響で力が必要な馬場状態。
202504040104,0,中間の雨の影響で良馬場発表も水分量はやや高め。
202504040105,-5,中間の雨の影響で良馬場発表も水分量はやや高め。
202504040106,0,中間の雨の影響で良馬場発表も水分量はやや高め。
202504040107,-10,Aコース利用1日目。前開催終了後、傷みを回復させる目的で、散水や肥料散布等で芝の生育管理に努めた。中間に降った雨の影響で力が必要な馬場状態。
202504040108,-5,中間の雨の影響で良馬場発表も水分量はやや高め。
202504040109,-10,Aコース利用1日目。前開催終了後、傷みを回復させる目的で、散水や肥料散布等で芝の生育管理に努めた。中間に降った雨の影響で力が必要な馬場状態。
202504040110,-5,中間の雨の影響で良馬場発表も水分量はやや高め。
202504040111,-10,Aコース利用1日目。前開催終了後、傷みを回復させる目的で、散水や肥料散布等で芝の生育管理に努めた。中間に降った雨の影響で力が必要な馬場状態。
202504040112,-9,Aコース利用1日目。前開催終了後、傷みを回復させる目的で、散水や肥料散布等で芝の生育管理に努めた。中間に降った雨の影響で力が必要な馬場状態。
202504040201,-8,Aコース利用2日目。コース内側に若干の痛みがあるものの全体としては良好だが、前日夜の降雨で稍重スタート。力が必要。
202504040202,-15,前日夜の降雨で、水分量高く、時計も標準やや速め。
202504040203,-8,Aコース利用2日目。コース内側に若干の痛みがあるものの全体としては良好だが、前日夜の降雨で稍重スタート。力が必要。
202504040204,-15,前日夜の降雨で、水分量高く、時計も標準やや速め。
202504040205,-8,Aコース利用2日目。コース内側に若干の痛みがあるものの全体としては良好だが、前日夜の降雨で稍重スタート。力が必要。
202504040206,-10,前日夜の降雨で、水分量高く、時計も標準やや速め。
202504040207,-8,Aコース利用2日目。コース内側に若干の痛みがあるものの全体としては良好だが、前日夜の降雨で稍重スタート。力が必要。
202504040208,-8,前日夜の降雨で、水分量高く、時計も標準やや速め。
202504040209,-8,Aコース利用2日目。コース内側に若干の痛みがあるものの全体としては良好だが、前日夜の降雨で稍重スタート。力が必要。
202504040210,-8,Aコース利用2日目。コース内側に若干の痛みがあるものの全体としては良好だが、前日夜の降雨で稍重スタート。力が必要。
202504040211,-10,Aコース利用2日目。コース内側に若干の痛みがあるものの全体としては良好だが、前日夜の降雨で稍重スタート。力が必要。
202504040212,-10,前日夜の降雨で、水分量高く、時計も標準やや速め。
202504040301,-8,Aコース利用3日目。内回り3コーナー内側に傷みと全体の内柵沿いに若干の痛み。
202504040302,-8,だいぶ乾いた馬場状態で時計は標準程度。
202504040303,-12,Aコース利用3日目。内回り3コーナー内側に傷みと全体の内柵沿いに若干の痛み。
202504040304,-8,だいぶ乾いた馬場状態で時計は標準程度。
202504040305,-5,だいぶ乾いた馬場状態で時計は標準程度。
202504040306,-12,Aコース利用3日目。内回り3コーナー内側に傷みと全体の内柵沿いに若干の痛み。
202504040307,-8,だいぶ乾いた馬場状態で時計は標準程度。
202504040308,-5,だいぶ乾いた馬場状態で時計は標準程度。
202504040309,-10,Aコース利用3日目。内回り3コーナー内側に傷みと全体の内柵沿いに若干の痛み。
202504040310,-5,だいぶ乾いた馬場状態で時計は標準程度。
202504040311,-8,Aコース利用3日目。内回り3コーナー内側に傷みと全体の内柵沿いに若干の痛み。
202504040312,-8,Aコース利用3日目。内回り3コーナー内側に傷みと全体の内柵沿いに若干の痛み。
202504040401,-8,雨の影響で馬場は徐々に悪化。時計も比較的出やすい状態。
202504040402,-6,Aコース利用4日目。開催中の雨により1レース以外は稍重で時計はやや掛かっている。
202504040403,-10,雨の影響で馬場は徐々に悪化。時計も比較的出やすい状態。
202504040404,-4,Aコース利用4日目。開催中の雨により1レース以外は稍重で時計はやや掛かっている。
202504040405,2,Aコース利用4日目。開催中の雨により1レース以外は稍重で時計はやや掛かっている。
202504040406,-14,雨の影響で馬場は徐々に悪化。時計も比較的出やすい状態。
202504040407,2,Aコース利用4日目。開催中の雨により1レース以外は稍重で時計はやや掛かっている。
202504040408,-10,雨の影響で馬場は徐々に悪化。時計も比較的出やすい状態。
202504040409,2,Aコース利用4日目。開催中の雨により1レース以外は稍重で時計はやや掛かっている。
202504040410,2,Aコース利用4日目。開催中の雨により1レース以外は稍重で時計はやや掛かっている。
202504040411,-4,Aコース利用4日目。開催中の雨により1レース以外は稍重で時計はやや掛かっている。
202504040412,-16,雨の影響で馬場は徐々に悪化。時計も比較的出やすい状態。
202505010101,0,時計レベルは標準的な良馬場でフラットな条件。
202505010102,0,時計レベルは標準的な良馬場でフラットな条件。
202505010103,0,時計レベルは標準的な良馬場でフラットな条件。
202505010104,0,時計レベルは標準的な良馬場でフラットな条件。
202505010105,-11,冬の東京開催初日。Dコース使用で近年の高速傾向に比べると時計は落ち着いた状況。開幕週らしく内ラチから2頭目あたりまでのイン有利。
202505010106,-11,冬の東京開催初日。Dコース使用で近年の高速傾向に比べると時計は落ち着いた状況。開幕週らしく内ラチから2頭目あたりまでのイン有利。
202505010107,0,時計レベルは標準的な良馬場でフラットな条件。
202505010108,0,時計レベルは標準的な良馬場でフラットな条件。
202505010109,0,時計レベルは標準的な良馬場でフラットな条件。
202505010110,-11,冬の東京開催初日。Dコース使用で近年の高速傾向に比べると時計は落ち着いた状況。開幕週らしく内ラチから2頭目あたりまでのイン有利。
202505010111,-11,冬の東京開催初日。Dコース使用で近年の高速傾向に比べると時計は落ち着いた状況。開幕週らしく内ラチから2頭目あたりまでのイン有利。
202505010112,-11,冬の東京開催初日。Dコース使用で近年の高速傾向に比べると時計は落ち着いた状況。開幕週らしく内ラチから2頭目あたりまでのイン有利。
202505010201,-5,未明からの雨で水分を含んだ馬場。脚抜きよく速い時計が出やすい傾向。
202505010202,-5,未明からの雨で水分を含んだ馬場。脚抜きよく速い時計が出やすい傾向。
202505010203,-5,未明からの雨で水分を含んだ馬場。脚抜きよく速い時計が出やすい傾向。
202505010204,-5,未明からの雨で水分を含んだ馬場。脚抜きよく速い時計が出やすい傾向。
202505010205,-5,開催2日目でDコース2日目。未明からの雨で日曜よりも時計がかかっていた。イン有利の傾向は変わらず。
202505010206,-5,開催2日目でDコース2日目。未明からの雨で日曜よりも時計がかかっていた。イン有利の傾向は変わらず。
202505010207,-8,未明からの雨で水分を含んだ馬場。脚抜きよく速い時計が出やすい傾向。
202505010208,-8,未明からの雨で水分を含んだ馬場。脚抜きよく速い時計が出やすい傾向。
202505010209,-5,開催2日目でDコース2日目。未明からの雨で日曜よりも時計がかかっていた。イン有利の傾向は変わらず。
202505010210,-5,開催2日目でDコース2日目。未明からの雨で日曜よりも時計がかかっていた。イン有利の傾向は変わらず。
202505010211,-8,未明からの雨で水分を含んだ馬場。脚抜きよく速い時計が出やすい傾向。
202505010212,-5,開催2日目でDコース2日目。未明からの雨で日曜よりも時計がかかっていた。イン有利の傾向は変わらず。
202505010301,3,風の影響か若干時計を要するコンディション。特に直線は東京にしてはタフさも求められたか。
202505010302,3,風の影響か若干時計を要するコンディション。特に直線は東京にしてはタフさも求められたか。
202505010303,3,風の影響か若干時計を要するコンディション。特に直線は東京にしてはタフさも求められたか。
202505010304,3,風の影響か若干時計を要するコンディション。特に直線は東京にしてはタフさも求められたか。
202505010305,-11,開催3日目でDコース3日目。時計レベルは先週土曜と同程度。風の影響か直線はスピードが乗りづらく先行勢の押し切りが多かった。
202505010306,-11,開催3日目でDコース3日目。時計レベルは先週土曜と同程度。風の影響か直線はスピードが乗りづらく先行勢の押し切りが多かった。
202505010307,3,風の影響か若干時計を要するコンディション。特に直線は東京にしてはタフさも求められたか。
202505010308,3,風の影響か若干時計を要するコンディション。特に直線は東京にしてはタフさも求められたか。
202505010309,-11,開催3日目でDコース3日目。時計レベルは先週土曜と同程度。風の影響か直線はスピードが乗りづらく先行勢の押し切りが多かった。
202505010310,-11,開催3日目でDコース3日目。時計レベルは先週土曜と同程度。風の影響か直線はスピードが乗りづらく先行勢の押し切りが多かった。
202505010311,-11,開催3日目でDコース3日目。時計レベルは先週土曜と同程度。風の影響か直線はスピードが乗りづらく先行勢の押し切りが多かった。
202505010312,3,風の影響か若干時計を要するコンディション。特に直線は東京にしてはタフさも求められたか。
202505010401,1,土曜と同程度の時計水準の良馬場。土曜ほどタフな馬場ではなく、スピード寄りのコンディション。
202505010402,1,土曜と同程度の時計水準の良馬場。土曜ほどタフな馬場ではなく、スピード寄りのコンディション。
202505010403,1,土曜と同程度の時計水準の良馬場。土曜ほどタフな馬場ではなく、スピード寄りのコンディション。
202505010404,1,土曜と同程度の時計水準の良馬場。土曜ほどタフな馬場ではなく、スピード寄りのコンディション。
202505010405,-11,開催4日目でDコース4日目。時計レベルは土曜と変わらずも、風の影響があった土曜に比べて直線で速い上がりを出しやすかった。
202505010406,-11,開催4日目でDコース4日目。時計レベルは土曜と変わらずも、風の影響があった土曜に比べて直線で速い上がりを出しやすかった。
202505010407,-11,開催4日目でDコース4日目。時計レベルは土曜と変わらずも、風の影響があった土曜に比べて直線で速い上がりを出しやすかった。
202505010408,1,土曜と同程度の時計水準の良馬場。土曜ほどタフな馬場ではなく、スピード寄りのコンディション。
202505010409,-11,開催4日目でDコース4日目。時計レベルは土曜と変わらずも、風の影響があった土曜に比べて直線で速い上がりを出しやすかった。
202505010410,-11,開催4日目でDコース4日目。時計レベルは土曜と変わらずも、風の影響があった土曜に比べて直線で速い上がりを出しやすかった。
202505010411,-11,開催4日目でDコース4日目。時計レベルは土曜と変わらずも、風の影響があった土曜に比べて直線で速い上がりを出しやすかった。
202505010412,1,土曜と同程度の時計水準の良馬場。土曜ほどタフな馬場ではなく、スピード寄りのコンディション。
202505010501,-3,乾燥した馬場でほぼ水準級の時計レベル。
202505010502,-3,乾燥した馬場でほぼ水準級の時計レベル。
202505010503,-3,乾燥した馬場でほぼ水準級の時計レベル。
202505010504,-3,乾燥した馬場でほぼ水準級の時計レベル。
202505010505,-17,開催5日目でDコース5日目。先週よりやや時計は速め。内ラチ沿いの状態がよくイン有利の傾向。
202505010506,-17,開催5日目でDコース5日目。先週よりやや時計は速め。内ラチ沿いの状態がよくイン有利の傾向。
202505010507,-17,開催5日目でDコース5日目。先週よりやや時計は速め。内ラチ沿いの状態がよくイン有利の傾向。
202505010508,-3,乾燥した馬場でほぼ水準級の時計レベル。
202505010509,-17,開催5日目でDコース5日目。先週よりやや時計は速め。内ラチ沿いの状態がよくイン有利の傾向。
202505010510,-3,乾燥した馬場でほぼ水準級の時計レベル。
202505010511,-17,開催5日目でDコース5日目。先週よりやや時計は速め。内ラチ沿いの状態がよくイン有利の傾向。
202505010512,-17,開催5日目でDコース5日目。先週よりやや時計は速め。内ラチ沿いの状態がよくイン有利の傾向。
202505010601,2,水分量少なめの乾燥した馬場で、時計の出方は水準級。内外の差は少なくフラットな条件。
202505010602,2,水分量少なめの乾燥した馬場で、時計の出方は水準級。内外の差は少なくフラットな条件。
202505010603,2,水分量少なめの乾燥した馬場で、時計の出方は水準級。内外の差は少なくフラットな条件。
202505010604,2,水分量少なめの乾燥した馬場で、時計の出方は水準級。内外の差は少なくフラットな条件。
202505010605,-16,開催6日目でDコース6日目。先週よりやや時計は速め。内ラチ沿いの状態がよくイン有利の傾向。
202505010606,-16,開催6日目でDコース6日目。先週よりやや時計は速め。内ラチ沿いの状態がよくイン有利の傾向。
202505010607,2,水分量少なめの乾燥した馬場で、時計の出方は水準級。内外の差は少なくフラットな条件。
202505010608,-16,開催6日目でDコース6日目。先週よりやや時計は速め。内ラチ沿いの状態がよくイン有利の傾向。
202505010609,-16,開催6日目でDコース6日目。先週よりやや時計は速め。内ラチ沿いの状態がよくイン有利の傾向。
202505010610,2,水分量少なめの乾燥した馬場で、時計の出方は水準級。内外の差は少なくフラットな条件。
202505010611,-16,開催6日目でDコース6日目。先週よりやや時計は速め。内ラチ沿いの状態がよくイン有利の傾向。
202505010612,2,水分量少なめの乾燥した馬場で、時計の出方は水準級。内外の差は少なくフラットな条件。
202505010701,2,乾いたコンディションで時計は少し掛かかる。
202505010702,2,乾いたコンディションで時計は少し掛かかる。
202505010703,2,乾いたコンディションで時計は少し掛かかる。
202505010704,2,乾いたコンディションで時計は少し掛かかる。
202505010705,-14,開催7日目でDコース7日目。乾いたコンディションでやや時計は速め。
202505010706,-14,開催7日目でDコース7日目。乾いたコンディションでやや時計は速め。
202505010707,2,乾いたコンディションで時計は少し掛かかる。
202505010708,-14,開催7日目でDコース7日目。乾いたコンディションでやや時計は速め。
202505010709,-14,開催7日目でDコース7日目。乾いたコンディションでやや時計は速め。
202505010710,4,乾いたコンディションで時計は少し掛かかる。
202505010711,-14,開催7日目でDコース7日目。乾いたコンディションでやや時計は速め。
202505010712,2,乾いたコンディションで時計は少し掛かかる。
202505010801,4,前日同様、乾いたコンディションで時計は少し掛かかる
202505010802,4,前日同様、乾いたコンディションで時計は少し掛かかる
202505010803,4,前日同様、乾いたコンディションで時計は少し掛かかる
202505010804,-15,開催8日目でDコース8日目。開催最終日とはいえ、速い時計の出る馬場状態。
202505010805,-15,開催8日目でDコース8日目。開催最終日とはいえ、速い時計の出る馬場状態。
202505010806,-15,開催8日目でDコース8日目。開催最終日とはいえ、速い時計の出る馬場状態。
202505010807,4,前日同様、乾いたコンディションで時計は少し掛かかる
202505010808,-15,開催8日目でDコース8日目。開催最終日とはいえ、速い時計の出る馬場状態。
202505010809,4,前日同様、乾いたコンディションで時計は少し掛かかる
202505010810,-15,開催8日目でDコース8日目。開催最終日とはいえ、速い時計の出る馬場状態。
202505010811,4,前日同様、乾いたコンディションで時計は少し掛かかる
202505010812,4,前日同様、乾いたコンディションで時計は少し掛かかる
202505020101,-11,当週に降った雨の影響で良に近い稍重状態。
202505020102,-11,当週に降った雨の影響で良に近い稍重状態。
202505020103,-11,当週に降った雨の影響で良に近い稍重状態。
202505020104,-20,Aコース使用1日目。前開催終了後、傷んだ箇所の補修を行い、全体的に良好な状態。
202505020105,-20,Aコース使用1日目。前開催終了後、傷んだ箇所の補修を行い、全体的に良好な状態。
202505020106,-11,当週に降った雨の影響で良に近い稍重状態。
202505020107,-11,当週に降った雨の影響で良に近い稍重状態。
202505020108,-20,Aコース使用1日目。前開催終了後、傷んだ箇所の補修を行い、全体的に良好な状態。
202505020109,-20,Aコース使用1日目。前開催終了後、傷んだ箇所の補修を行い、全体的に良好な状態。
202505020110,-11,当週に降った雨の影響で良に近い稍重状態。
202505020111,-20,Aコース使用1日目。前開催終了後、傷んだ箇所の補修を行い、全体的に良好な状態。
202505020112,-11,当週に降った雨の影響で良に近い稍重状態。
202505020201,-10,前日、乾いてきたところに雨が降ったため、変わらず良に近い稍重で行われた。
202505020202,-10,前日、乾いてきたところに雨が降ったため、変わらず良に近い稍重で行われた。
202505020203,-10,前日、乾いてきたところに雨が降ったため、変わらず良に近い稍重で行われた。
202505020204,-20,Aコース使用2日目。前日メイン前から降った雨の影響もなく、良好な状態をキープしている。
202505020205,-20,Aコース使用2日目。前日メイン前から降った雨の影響もなく、良好な状態をキープしている。
202505020206,-20,Aコース使用2日目。前日メイン前から降った雨の影響もなく、良好な状態をキープしている。
202505020207,-10,前日、乾いてきたところに雨が降ったため、変わらず良に近い稍重で行われた。
202505020208,-20,Aコース使用2日目。前日メイン前から降った雨の影響もなく、良好な状態をキープしている。
202505020209,-20,Aコース使用2日目。前日メイン前から降った雨の影響もなく、良好な状態をキープしている。
202505020210,-10,前日、乾いてきたところに雨が降ったため、変わらず良に近い稍重で行われた。
202505020211,-20,Aコース使用2日目。前日メイン前から降った雨の影響もなく、良好な状態をキープしている。
202505020212,-10,前日、乾いてきたところに雨が降ったため、変わらず良に近い稍重で行われた。
202505020301,-20,前日の雨が残り、水分を含んだ馬場で不良から重に推移。スピード決着の馬場。
202505020302,-20,前日の雨が残り、水分を含んだ馬場で不良から重に推移。スピード決着の馬場。
202505020303,-20,前日の雨が残り、水分を含んだ馬場で不良から重に推移。スピード決着の馬場。
202505020304,-20,Aコース使用3日目。3コーナーから4コーナーの内柵沿いに部分的な傷みがあるが、全体的におおむね良好な状態で時計も速め。
202505020305,-20,Aコース使用3日目。3コーナーから4コーナーの内柵沿いに部分的な傷みがあるが、全体的におおむね良好な状態で時計も速め。
202505020306,-20,Aコース使用3日目。3コーナーから4コーナーの内柵沿いに部分的な傷みがあるが、全体的におおむね良好な状態で時計も速め。
202505020307,-20,前日の雨が残り、水分を含んだ馬場で不良から重に推移。スピード決着の馬場。
202505020308,-20,Aコース使用3日目。3コーナーから4コーナーの内柵沿いに部分的な傷みがあるが、全体的におおむね良好な状態で時計も速め。
202505020309,-20,前日の雨が残り、水分を含んだ馬場で不良から重に推移。スピード決着の馬場。
202505020310,-20,Aコース使用3日目。3コーナーから4コーナーの内柵沿いに部分的な傷みがあるが、全体的におおむね良好な状態で時計も速め。
202505020311,-20,Aコース使用3日目。3コーナーから4コーナーの内柵沿いに部分的な傷みがあるが、全体的におおむね良好な状態で時計も速め。
